Anexo;Segmento;item;CEST;NCM;Descri??o
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;130;2001300;3304.91.00;P?s, inclu?dos os compactos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;140;2001400;3304.99.10;Cremes de beleza, cremes nutritivos e lo??es t?nicas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;150;2001500;3304.99.90;Outros produtos de beleza ou de maquilagem preparados e prepara??es para conserva??o ou cuidados da pele, exceto as prepara??es solares e antissolares
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;160;2001600;3304.99.90;Prepara??es solares e antissolares
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;170;2001700;3305.10.00;Xampus para o cabelo
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;180;2001800;3305.20.00;Prepara??es para ondula??o ou alisamento, permanentes, dos cabelos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;190;2001900;3305.30.00;Laqu?s para o cabelo
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;200;2002000;3305.90.00;Outras prepara??es capilares, incluindo m?scaras e finalizadores
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;210;2002100;3305.90.00;Condicionadores
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;220;2002200;3305.90.00;Tintura para o cabelo
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;230;2002300;3306.10.00;Dentifr?cios
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;240;2002400;3306.20.00;Fios utilizados para limpar os espa?os interdentais (fios dentais)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;250;2002500;3306.90.00;Outras prepara??es para higiene bucal ou dent?ria
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;260;2002600;3307.10.00;Prepara??es para barbear (antes, durante ou ap?s)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;270;2002700;3307.20.10;Desodorantes (desodorizantes) corporais l?quidos, exceto os classificados no CEST 20.027.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;271;2002701;3307.20.10;Lo??es e ?leos desodorantes hidratantes l?quidos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;280;2002800;3307.20.10;Antiperspirantes l?quidos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;290;2002900;3307.20.90;Outros desodorantes (desodorizantes) corporais, exceto os classificados no CEST 20.029.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;291;2002901;3307.20.90;Outras lo??es e ?leos desodorantes hidratantes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;300;2003000;3307.20.90;Outros antiperspirantes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;310;2003100;3307.30.00;Sais perfumados e outras prepara??es para banhos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;320;2003200;3307.90.00;Outros produtos de perfumaria preparados
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;321;2003201;3307.90.00;Outros produtos de toucador preparados
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;330;2003300;3307.90.00;Solu??es para lentes de contato ou para olhos artificiais
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;340;2003400;3401.11.90;Sab?es de toucador em barras, peda?os ou figuras moldados, exceto CEST 20.034.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;341;2003401;3401.11.90;Len?os umedecidos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;350;2003500;3401.19.00;Outros sab?es, produtos e prepara??es, em barras, peda?os ou figuras moldados
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;351;;;
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;360;2003600;3401.20.10;Sab?es de toucador sob outras formas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;370;2003700;3401.30.00;Produtos e prepara??es org?nicos tensoativos para lavagem da pele, na forma de l?quido ou de creme, acondicionados para venda a retalho, mesmo contendo sab?o
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;380;2003800;4014.90.10;Bolsa para gelo ou para ?gua quente
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;390;2003900;4014.90.90;Chupetas e bicos para mamadeiras e para chupetas, de borracha
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;400;2004000;"3924.90.003926.90.40926.90.90";Chupetas e bicos para mamadeiras e para chupetas, de silicone
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;410;2004100;4202.1;Malas e maletas de toucador
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;420;2004200;4818.10.00;Papel higi?nico - folha simples
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;430;2004300;4818.10.00;Papel higi?nico - folha dupla e tripla
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;440;2004400;4818.20.00;Len?os (inclu?dos os de maquilagem) e toalhas de m?o
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;450;2004500;4818.20.00;Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;460;2004600;4818.30.00;Toalhas e guardanapos de mesa
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;470;2004700;4818.90.90;Toalhas de cozinha (papel toalha de uso dom?stico)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;480;2004800;9619.00.00;Fraldas, exceto os descritos no CEST 20.048.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;481;2004801;9619.00.00;Fraldas de fibras t?xteis
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;490;2004900;9619.00.00;Tamp?es higi?nicos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;500;2005000;9619.00.00;Absorventes higi?nicos externos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;510;2005100;5601.21.90;Hastes flex?veis (uso n?o medicinal)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;520;2005200;5603.92.90;Suti? descart?vel, assemelhados e papel para depila??o
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;530;2005300;8203.20.90;Pin?as para sobrancelhas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;540;2005400;8214.10.00;Esp?tulas (artigos de cutelaria)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;550;2005500;8214.20.00;Utens?lios e sortidos de utens?lios de manicuros ou de pedicuros (inclu?das as limas para unhas)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;560;2005600;"9025.11.109025.19.90";Term?metros, inclusive o digital
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;570;2005700;9603.2;Escovas e pinc?is de barba, escovas para cabelos, para c?lios ou para unhas e outras escovas de toucador de pessoas, inclu?das as que sejam partes de aparelhos, exceto escovas de dentes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;580;2005800;9603.21.00;Escovas de dentes, inclu?das as escovas para dentaduras
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;590;2005900;9603.30.00;Pinc?is para aplica??o de produtos cosm?ticos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;600;2006000;9605.00.00;Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de cal?ado ou de roupas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;610;2006100;9615;Pentes, travessas para cabelo e artigos semelhantes grampos (alfinetes) para cabelo pin?as (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posi??o 8516 e suas partes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;620;2006200;9616.20.00;Borlas ou esponjas para p?s ou para aplica??o de outros cosm?ticos ou de produtos de toucador
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;630;2006300;"3923.30.003924.90.003924.10.004014.90.907010.20.00";Mamadeiras
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSM?TICOS;640;2006400;"8212.10.208212.20.10";"Aparelhos e l?minas de barbear?"
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;10;2100100;"7321.11.007321.81.007321.90.00";Fog?es de cozinha de uso dom?stico e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;20;2100200;8418.10.00;Combina??es de refrigeradores e congeladores (?freezers?), munidos de portas exteriores separadas
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;30;2100300;8418.21.00;Refrigeradores do tipo dom?stico, de compress?o
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;40;2100400;8418.29.00;Outros refrigeradores do tipo dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;50;2100500;8418.30.00;Congeladores (?freezers?) horizontais tipo arca, de capacidade n?o superior a 800 litros
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;60;2100600;8418.40.00;Congeladores (?freezers?) verticais tipo arm?rio, de capacidade n?o superior a 900 litros
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;70;2100700;8418.50;Outros m?veis (arcas, arm?rios, vitrines, balc?es e m?veis semelhantes) para a conserva??o e exposi??o de produtos, que incorporem um equipamento para a produ??o de frio
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;80;2100800;8418.69.9;Mini adega e similares
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;90;2100900;8418.69.99;M?quinas para produ??o de gelo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;100;2101000;8418.99.00;Partes dos refrigeradores, congeladores, mini adegas e similares, m?quinas para produ??o de gelo e bebedouros descritos nos CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;110;2101100;8421.12;Secadoras de roupa de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;120;2101200;8421.19.90;Outras secadoras de roupas e centr?fugas de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;130;2101300;8418.69.31;Bebedouros refrigerados para ?gua
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;140;2101400;8421.9;Partes das secadoras de roupas e centr?fugas de uso dom?stico e dos aparelhos para filtrar ou depurar ?gua, descritos nos CEST 21.011.00 e 21.012.00 e 21.098.00
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;150;2101500;"8422.11.008422.90.10";M?quinas de lavar lou?a do tipo dom?stico e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;160;2101600;8443.31;M?quinas que executem pelo menos duas das seguintes fun??es: impress?o, c?pia ou transmiss?o de telec?pia (fax), capazes de ser conectadas a uma m?quina autom?tica para processamento de dados ou a uma rede
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;170;2101700;8443.32;Outras impressoras, m?quinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma m?quina autom?tica para processamento de dados ou a uma rede
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;180;2101800;8443.9;Partes e acess?rios de m?quinas e aparelhos de impress?o por meio de blocos, cilindros e outros elementos de impress?o da posi??o 8442 e de outras impressoras, m?quinas copiadoras e telecopiadores (fax), mesmo combinados entre si
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;190;2101900;8450.11.00;M?quinas de lavar roupa, mesmo com dispositivos de secagem, de uso dom?stico, de capacidade n?o superior a 10 kg, em peso de roupa seca, inteiramente autom?ticas
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;200;2102000;8450.12.00;Outras m?quinas de lavar roupa, mesmo com dispositivos de secagem, de uso dom?stico, com secador centr?fugo incorporado
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;210;2102100;8450.19.00;Outras m?quinas de lavar roupa, mesmo com dispositivos de secagem, de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;220;2102200;8450.20;M?quinas de lavar roupa, mesmo com dispositivos de secagem, de uso dom?stico, de capacidade superior a 10 kg, em peso de roupa seca
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;230;2102300;8450.90;Partes de m?quinas de lavar roupa, mesmo com dispositivos de secagem, de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;240;2102400;8451.21.00;M?quinas de secar de uso dom?stico de capacidade n?o superior a 10 kg, em peso de roupa seca
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;250;2102500;8451.29.90;Outras m?quinas de secar de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;260;2102600;8451.90;Partes de m?quinas de secar de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;270;2102700;8452.10.00;M?quinas de costura de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;280;2102800;8471.30;M?quinas autom?ticas para processamento de dados, port?teis, de peso n?o superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;290;2102900;8471.4;Outras m?quinas autom?ticas para processamento de dados
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;300;2103000;8471.50.10;Unidades de processamento, de pequena capacidade, exceto as das subposi??es 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de mem?ria, unidade de entrada e unidade de sa?da baseadas em microprocessadores, com capacidade de instala??o, dentro do mesmo gabinete, de unidades de mem?ria da subposi??o 8471.70, podendo conter m?ltiplos conectores de expans?o (?slots?), e valor FOB inferior ou igual a US$ 12.500,00, por unidade
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;310;2103100;8471.60.5;Unidades de entrada, exceto as classificadas no c?digo 8471.60.54
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;320;2103200;8471.60.90;Outras unidades de entrada ou de sa?da, podendo conter, no mesmo corpo, unidades de mem?ria
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;330;2103300;8471.70;Unidades de mem?ria
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;340;2103400;8471.90;Outras m?quinas autom?ticas para processamento de dados e suas unidades leitores magn?ticos ou ?pticos, m?quinas para registrar dados em suporte sob forma codificada, e m?quinas para processamento desses dados, n?o especificadas nem compreendidas em outras posi??es
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;350;2103500;8473.30;Partes e acess?rios das m?quinas da posi??o 84.71
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;360;2103600;8504.3;Outros transformadores, exceto os classificados nos c?digos 8504.33.00 e 8504.34.00
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;370;2103700;8504.40.10;Carregadores de acumuladores
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;380;2103800;8504.40.40;Equipamentos de alimenta??o ininterrupta de energia (UPS ou ?no break?)
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;390;2103900;8507.80.00;Outros acumuladores
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;400;2104000;8508;Aspiradores
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;410;2104100;8509;Aparelhos eletromec?nicos de motor el?trico incorporado, de uso dom?stico e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;420;2104200;8509.80.10;Enceradeiras
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;430;2104300;8516.10.00;Chaleiras el?tricas
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;440;2104400;8516.40.00;Ferros el?tricos de passar
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;450;2104500;8516.50.00;Fornos de micro-ondas
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;460;2104600;8516.60.00;Outros fornos fogareiros (inclu?das as chapas de coc??o), grelhas e assadeiras, exceto os port?teis
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;470;2104700;8516.60.00;Outros fornos fogareiros (inclu?das as chapas de coc??o), grelhas e assadeiras, port?teis
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;480;2104800;8516.71.00;Outros aparelhos eletrot?rmicos de uso dom?stico - Cafeteiras
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;490;2104900;8516.72.00;Outros aparelhos eletrot?rmicos de uso dom?stico - Torradeiras
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;500;2105000;8516.79;Outros aparelhos eletrot?rmicos de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;510;2105100;8516.90.00;Partes das chaleiras, ferros, fornos e outros aparelhos eletrot?rmicos da posi??o 85.16, descritos nos CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;520;2105200;8517.11.00;Aparelhos telef?nicos por fio com unidade auscultador - microfone sem fio
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;530;2105300;8517.12.3;Telefones para redes celulares, exceto por sat?lite, os de uso automotivo e os classificados no CEST 21.053.01
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;531;2105301;8517.12.31;Telefones para redes celulares port?teis, exceto por sat?lite
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;540;2105400;8517.12;Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;550;2105500;8517.18.91;Outros aparelhos telef?nicos n?o combinados com outros aparelhos
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;551;2105501;8517.18.99;Outros aparelhos telef?nicos
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;560;2105600;8517.62.5;Aparelhos para transmiss?o ou recep??o de voz, imagem ou outros dados em rede com fio, exceto os classificados nos c?digos 8517.62.51, 8517.62.52 e 8517.62.53
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;570;2105700;8518;Microfones e seus suportes alto-falantes, mesmo montados nos seus recept?culos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constitu?dos por um microfone e um ou mais alto-falantes, amplificadores el?tricos de audiofrequ?ncia, aparelhos el?tricos de amplifica??o de som suas partes e acess?rios exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;580;2105800;"851985228527.1";Aparelhos de radiodifus?o suscet?veis de funcionarem sem fonte externa de energia. Aparelhos de grava??o de som aparelhos de reprodu??o de som aparelhos de grava??o e de reprodu??o de som partes e acess?rios exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;590;2105900;8519.81.90;Outros aparelhos de grava??o de som aparelhos de reprodu??o de som aparelhos de grava??o e de reprodu??o de som partes e acess?rios exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;600;2106000;8521.90.10;Gravador-reprodutor e editor de imagem e som, em discos, por meio magn?tico, ?ptico ou optomagn?tico, exceto de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;610;2106100;8521.90.90;Outros aparelhos videof?nicos de grava??o ou reprodu??o, mesmo incorporando um receptor de sinais videof?nicos, exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;620;2106200;8523.51.10;"Cart?es de mem?ria (""memorycards"")"
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;630;2106300;8523.52.00;"Cart?es inteligentes (""smartcards""), exceto o item classificado no CEST 21.064.00"
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;640;2106400;8523.52.00;"Cart?es inteligentes (""sim cards"")"
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;650;2106500;8525.80.2;C?meras fotogr?ficas digitais e c?meras de v?deo e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;660;2106600;8527.9;Outros aparelhos receptores para radiodifus?o, mesmo combinados num inv?lucro, com um aparelho de grava??o ou de reprodu??o de som, ou com um rel?gio, inclusive caixa ac?stica para Home Theaters classificados na posi??o 8518
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;670;2106700;"8528.49.298528.59.208528.69";Monitores e projetores que n?o incorporem aparelhos receptores de televis?o, policrom?ticos
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;671;2106701;8528.62.00;Projetores capazes de serem conectados diretamente a uma m?quina autom?tica para processamento de dados da posi??o 84.71 e concebidos para serem utilizados com esta m?quina
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;680;2106800;8528.52.20;Outros monitores capazes de serem conectados diretamente a uma m?quina autom?tica para processamento de dados da posi??o 84.71 e concebidos para serem utilizados com esta m?quina, policrom?ticos
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;690;2106900;8528.7;Aparelhos receptores de televis?o, mesmo que incorporem um aparelho receptor de radiodifus?o ou um aparelho de grava??o ou reprodu??o de som ou de imagens - Televisores de CRT (tubo de raios cat?dicos)
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;700;2107000;8528.7;Aparelhos receptores de televis?o, mesmo que incorporem um aparelho receptor de radiodifus?o ou um aparelho de grava??o ou reprodu??o de som ou de imagens - Televisores de LCD (Display de Cristal L?quido)
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;710;2107100;8528.7;Aparelhos receptores de televis?o, mesmo que incorporem um aparelho receptor de radiodifus?o ou um aparelho de grava??o ou reprodu??o de som ou de imagens - Televisores de Plasma
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;720;2107200;8528.7;Outros aparelhos receptores de televis?o n?o dotados de monitores ou display de v?deo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;730;2107300;8528.7;Outros aparelhos receptores de televis?o n?o relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;740;2107400;9006.59;C?meras fotogr?ficas dos tipos utilizadas para prepara??o de clich?s ou cilindros de impress?o
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;750;2107500;9006.40.00;C?meras fotogr?ficas para filmes de revela??o e copiagem instant?neas
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;760;2107600;9018.90.50;Aparelhos de diatermia
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;770;2107700;9019.10.00;Aparelhos de massagem
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;780;2107800;9032.89.11;Reguladores de voltagem eletr?nicos
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;790;2107900;9504.50.00;Consoles e m?quinas de jogos de v?deo, exceto os classificados na subposi??o 9504.30
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;800;2108000;8517.62.1;Multiplexadores e concentradores
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;810;2108100;8517.62.22;Centrais autom?ticas privadas, de capacidade inferior ou igual a 25 ramais
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;820;2108200;8517.62.39;Outros aparelhos para comuta??o
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;830;2108300;8517.62.4;Roteadores digitais, em redes com ou sem fio
