CFOP;Descri????o Resumida do CFOP;Aplica????o
1557;1.557 - Transfer??ncia de material p/ uso ou consumo;Classificam-se neste c??digo as entradas de materiais para uso ou consumo recebidos em transfer??ncia de outro estabelecimento da mesma empresa.
1601;1.601 - Recebimento, por transfer??ncia, de cr??dito de ICMS;Classificam-se neste c??digo os lan??amentos destinados ao registro de cr??ditos de ICMS, recebidos por transfer??ncia de outras empresas.
1602;1.602 - Recebimento, por transfer??ncia, de saldo credor do ICMS, de outro estabelecimento da mesma empresa, p/ compensa????o de saldo devedor do imposto.;"Lan??amento destinado ao registro da transfer??ncia de saldo credor do ICMS, recebido de outro estabelecimento da mesma empresa, destinado ?? compensa????o do saldo devedor do estabelecimento, inclusive no caso de apura????o centralizada do imposto.(NR Ajuste SINIEF 9/2003 ??? a partir 01.01.2004) (Decreto n?? 26.174/2003)"
1603;1.603 - Ressarcimento de ICMS retido por substitui????o tribut??ria;Lan??amento destinado ao registro de ressarcimento de ICMS retido por substitui????o tribut??ria ?? contribuinte substitu??do, efetuado pelo contribuinte substituto, ou, ainda, quando o ressarcimento for apropriado pelo pr??prio contribuinte substitu??do, nas hip??teses previstas na legisla????o aplic??vel.
1604;1.604 - Lan??amento do cr??dito relativo ?? compra de bem p/ o ativo imobilizado;Lan??amento destinado ao registro da apropria????o de cr??dito de bem do ativo imobilizado. (Dec.25.068/2003-EFEITOS A PARTIR DE 01.01.2003)
1605;1.605 - Recebimento, por transfer??ncia, de saldo devedor do ICMS de outro estabelecimento da mesma empresa;Lan??amento destinado ao registro da transfer??ncia de saldo devedor do ICMS, recebido de outro estabelecimento da mesma empresa, para efetiva????o da apura????o centralizada do imposto. (ACR Ajuste SINIEF 03/2004) (DECRETO N?? 26.810/2004)(a partir de 01.01.2005)
1651;1.651 - Compra de combust??vel ou lubrificante p/ industrializa????o subseq??ente;Compra de combust??vel ou lubrificante a ser utilizados em processo de industrializa????o do pr??prio produto. (ACR Ajuste SINIEF 9/2003 - a partir 01.01.2004)
1652;1.652 - Compra de combust??vel ou lubrificante p/ comercializa????o;Compra de combust??vel ou lubrificante a ser comercializados. (ACR Ajuste SINIEF 9/2003 - a partir 01.01.2004)
1653;1.653 - Compra de combust??vel ou lubrificante por consumidor ou usu??rio final;"Compra de combust??vel ou lubrificante, a ser consumidos em processo de industrializa????o de outros produtos, na produ????o rural, na presta????o de servi??o ou por usu??rio final.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
1657;1.657 - Retorno de remessa de combust??vel ou lubrificante para venda fora do estabelecimento.;Classificam-se neste c??digo as entradas em retorno de combust??vel ou lubrificante remetidos para venda fora do estabelecimento, inclusive por meio de ve??culos, e n??o comercializados
1658;1.658 - Transfer??ncia de combust??vel ou lubrificante p/ industrializa????o;Entrada de combust??vel ou lubrificante, recebidos em transfer??ncia de outro estabelecimento da mesma empresa, para ser utilizados em processo de industrializa????o do pr??prio produto.(Decreto 26.174/2003)(efeitos a partir 01.01.2004)
1659;1.659 - Transfer??ncia de combust??vel ou lubrificante p/ comercializa????o;Entrada de combust??vel ou lubrificante, recebidos em transfer??ncia de outro estabelecimento da mesma empresa, para ser comercializados. .(Decreto 26.174/2003) (efeitos a partir 01.01.2004)
1660;1.660 - Devolu????o de venda de combust??vel ou lubrificante destinados ?? industrializa????o subseq??ente;"Devolu????o de venda de combust??vel ou lubrificante, cuja sa??da tenha sido classificada como ""Venda de combust??vel ou lubrificante destinados ?? industrializa????o subseq??ente"". (Decreto 26.174/2003)(efeitos a partir 01.01.2004)"
1661;1.661 - Devolu????o de venda de combust??vel ou lubrificante destinados ?? comercializa????o;"Devolu????o de venda de combust??vel ou lubrificante, cuja sa??da tenha sido classificada como ""Venda de combust??vel ou lubrificante para comercializa????o"".(Decreto 26.174/2003)(efeitos a partir 01.01.2004)."
1662;1.662 - Devolu????o de venda de combust??vel ou lubrificante destinados a consumidor ou usu??rio final;"Devolu????o de venda de combust??vel ou lubrificante, cuja sa??da tenha sido classificada como ""Venda de combust??vel ou lubrificante por consumidor ou usu??rio final""..(Decreto 26.174/2003)(efeitos a partir 01.01.2004)"
1663;1.663 - Entrada de combust??vel ou lubrificante p/ armazenagem;Entrada de combust??vel ou lubrificante para armazenagem. .(Decreto 26.174/2003)(efeitos a partir 01.01.2004)
1664;1.664 - Retorno de combust??vel ou lubrificante remetidos p/ armazenagem;Entrada, ainda que simb??lica, por retorno de combust??vel ou lubrificante, remetidos para armazenagem. .(Decreto 26.174/2003)(efeitos a partir 01.01.2004)
1901;1.901 - Entrada p/ industrializa????o por encomenda;Classificam-se neste c??digo as entradas de insumos recebidos para industrializa????o por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.
1902;1.902 - Retorno de mercadoria remetida p/ industrializa????o por encomenda;Classificam-se neste c??digo o retorno dos insumos remetidos para industrializa????o por encomenda, incorporados ao produto final pelo estabelecimento industrializador.
1903;1.903 - Entrada de mercadoria remetida p/ industrializa????o e n??o aplicada no referido processo;Classificam-se neste c??digo as entradas em devolu????o de insumos remetidos para industrializa????o e n??o aplicados no referido processo.
1904;1.904 - Retorno de remessa p/ venda fora do estabelecimento;Classificam-se neste c??digo as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de ve??culos, e n??o comercializadas.
1905;1.905 - Entrada de mercadoria recebida p/ dep??sito em dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo as entradas de mercadorias recebidas para dep??sito em dep??sito fechado ou armaz??m geral.
1906;1.906 - Retorno de mercadoria remetida p/ dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo as entradas em retorno de mercadorias remetidas para dep??sito em dep??sito fechado ou armaz??m geral.
1907;1.907 - Retorno simb??lico de mercadoria remetida p/ dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo as entradas em retorno simb??lico de mercadorias remetidas para dep??sito em dep??sito fechado ou armaz??m geral, quando as mercadorias depositadas tenham sido objeto de sa??da a qualquer t??tulo e que n??o tenham retornado ao estabelecimento depositante.
1908;1.908 - Entrada de bem por conta de contrato de comodato ou loca????o;Classificam-se neste c??digo as entradas de bens recebidos em cumprimento de contrato de comodato ou loca????o
1909;1.909 - Retorno de bem remetido por conta de contrato de comodato ou loca????o;Classificam-se neste c??digo as entradas de bens recebidos em devolu????o ap??s cumprido o contrato de comodato.
1910;1.910 - Entrada de bonifica????o, doa????o ou brinde;Classificam-se neste c??digo as entradas de mercadorias recebidas a t??tulo de bonifica????o, doa????o ou brinde.
1911;1.911 - Entrada de amostra gr??tis;Classificam-se neste c??digo as entradas de mercadorias recebidas a t??tulo de amostra gr??tis.
1912;1.912 - Entrada de mercadoria ou bem recebido p/ demonstra????o;Classificam-se neste c??digo as entradas de mercadorias ou bens recebidos para demonstra????o.
1913;1.913 - Retorno de mercadoria ou bem remetido p/ demonstra????o;Classificam-se neste c??digo as entradas em retorno de mercadorias ou bens remetidos para demonstra????o.
1914;1.914 - Retorno de mercadoria ou bem remetido p/ exposi????o ou feira;Classificam-se neste c??digo as entradas em retorno de mercadorias ou bens remetidos para exposi????o ou feira.
1915;1.915 - Entrada de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste c??digo as entradas de mercadorias ou bens recebidos para conserto ou reparo.
1916;1.916 - Retorno de mercadoria ou bem remetido p/ conserto ou reparo;Classificam-se neste c??digo as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.
1917;1.917 - Entrada de mercadoria recebida em consigna????o mercantil ou industrial;Classificam-se neste c??digo as entradas de mercadorias recebidas a t??tulo de consigna????o mercantil ou industrial.
1918;1.918 - Devolu????o de mercadoria remetida em consigna????o mercantil ou industrial;Classificam-se neste c??digo as entradas por devolu????o de mercadorias remetidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
1919;1.919 - Devolu????o simb??lica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consigna????o mercantil ou industrial;Classificam-se neste c??digo as entradas por devolu????o simb??lica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
1920;1.920 - Entrada de vasilhame ou sacaria;Classificam-se neste c??digo as entradas de vasilhame ou sacaria.
1921;1.921 - Retorno de vasilhame ou sacaria;Classificam-se neste c??digo as entradas em retorno de vasilhame ou sacaria.
1922;1.922 - Lan??amento efetuado a t??tulo de simples faturamento decorrente de compra p/ recebimento futuro;Classificam-se neste c??digo os registros efetuados a t??tulo de simples faturamento decorrente de compra para recebimento futuro.
1923;1.923 - Entrada de mercadoria recebida do vendedor remetente, em venda ?? ordem;Classificam-se neste c??digo as entradas de mercadorias recebidas do vendedor remetente, em vendas ?? ordem, cuja compra do adquirente origin??rio, foi classificada nos c??digos 1.120 - Compra para industrializa????o, em venda ?? ordem, j?? recebida do vendedor remetente ou 1.121 - Compra para comercializa????o, em venda ?? ordem, j?? recebida do vendedor remetente.
1924;1.924 - Entrada p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando esta n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente dos mesmos.
1925;1.925 - Retorno de mercadoria remetida p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando esta n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo o retorno dos insumos remetidos por conta e ordem do adquirente, para industrializa????o e incorporados ao produto final pelo estabelecimento industrializador, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente.
1926;1.926 - Lan??amento efetuado a t??tulo de reclassifica????o de mercadoria decorrente de forma????o de kit ou de sua desagrega????o;Classificam-se neste c??digo os registros efetuados a t??tulo de reclassifica????o decorrente de forma????o de kit de mercadorias ou de sua desagrega????o.
1931;1.931 - Lan??amento efetuado pelo tomador do servi??o de transporte, quando a responsabilidade de reten????o do imposto for atribu??da ao remetente ou alienante da mercadoria, pelo servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o-inscrito na UF onde se tenha iniciado o servi??o.;"Lan??amento efetuado pelo tomador do servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o-inscrito na Unidade da Federa????o onde se tenha iniciado o servi??o, quando a responsabilidade pela reten????o do imposto for atribu??da ao remetente ou alienante da mercadoria.(ACR Ajuste SINIEF 03/2004) (DECRETO N?? 26.810/2004))(efeitos a partir 01.01.2005)"
1932;1.932 - Aquisi????o de servi??o de transporte iniciado em UF diversa daquela onde esteja inscrito o prestador;Aquisi????o de servi??o de transporte que tenha sido iniciado em Unidade da Federa????o diversa daquela onde o prestador esteja inscrito como contribuinte. (ACR Ajuste SINIEF 03/2004) (DECRETO N?? 26.810/2004) (efeitos a partir 01.01.2005)
1933;1.933 - Aquisi????o de servi??o tributado pelo Imposto sobre Servi??os de Qualquer Natureza;Aquisi????o de servi??o, cujo imposto ?? de compet??ncia municipal, desde que informado em Nota Fiscal modelo 1 ou 1-A. (NR Ajuste SINIEF 06/2005) (DECRETO N?? 26.868/2006 - efeitos a partir 01.01.2006)
